country,year,BIPpk,Lebenserwartung,Fertilitätsrate,iso3c,region,income
Arab World,1994,10652.9091132154,65.7856525186418,4.59917593515484,ARB,Aggregates,Aggregates
Arab World,1995,10609.4071531606,66.1960998468045,4.44181876561735,ARB,Aggregates,Aggregates
Arab World,1983,,60.3162771302123,6.08114148589148,ARB,Aggregates,Aggregates
Arab World,1997,11063.4217662542,66.8971449635783,4.17458326498667,ARB,Aggregates,Aggregates
Arab World,1985,,61.6768157542394,5.86564321404271,ARB,Aggregates,Aggregates
Arab World,1986,,62.3141202992932,5.74114901600745,ARB,Aggregates,Aggregates
Arab World,1987,,62.9013458399686,5.60807901190717,ARB,Aggregates,Aggregates
Arab World,1988,,63.4296870021948,5.46805863764208,ARB,Aggregates,Aggregates
Arab World,1989,,63.8989814175542,5.32272007888102,ARB,Aggregates,Aggregates
Arab World,1990,10488.1709829722,64.3515769681109,5.18683154498341,ARB,Aggregates,Aggregates
Arab World,1991,10240.5390347593,64.7363405227483,5.03609131886374,ARB,Aggregates,Aggregates
Arab World,1992,10570.2724188029,65.0438519725103,4.90370987771435,ARB,Aggregates,Aggregates
Arab World,1998,11461.7054448968,67.2180914626095,4.05398058015153,ARB,Aggregates,Aggregates
Arab World,1999,11479.478090272,67.517688947424,3.94360719209939,ARB,Aggregates,Aggregates
Arab World,1996,10847.562574847,66.554102867301,4.30418886326203,ARB,Aggregates,Aggregates
Arab World,2000,11828.1609574836,67.8005911153485,3.84571251166394,ARB,Aggregates,Aggregates
World,2002,10663.2044738266,68.070345020938,2.64353726115005,WLD,Aggregates,Aggregates
World,1993,8994.33365827961,65.8877433393925,2.98762638660655,WLD,Aggregates,Aggregates
World,2003,10927.7301442141,68.3269008231811,2.62467609997849,WLD,Aggregates,Aggregates
World,2004,11362.2720531969,68.6522370741096,2.60840174751692,WLD,Aggregates,Aggregates
World,1983,,63.7568942236974,3.59460070199888,WLD,Aggregates,Aggregates
World,1984,,64.021453921459,3.56423664936055,WLD,Aggregates,Aggregates
World,1985,,64.2790358851828,3.5360250589397,WLD,Aggregates,Aggregates
World,1986,,64.5797725397353,3.49952261632233,WLD,Aggregates,Aggregates
World,1987,,64.8309406968281,3.45514978114433,WLD,Aggregates,Aggregates
World,1988,,65.0350060839402,3.39891207201347,WLD,Aggregates,Aggregates
World,1989,,65.2475565836275,3.3243087893291,WLD,Aggregates,Aggregates
World,1990,8975.29691620712,65.4337949003055,3.2483556736806,WLD,Aggregates,Aggregates
World,1991,8951.81714685884,65.6197545001043,3.15728608428153,WLD,Aggregates,Aggregates
World,1992,8968.51812923226,65.7707300448984,3.07150626304713,WLD,Aggregates,Aggregates
World,2006,12226.5523559211,69.2622926355676,2.57697124785772,WLD,Aggregates,Aggregates
World,1994,9120.43986258057,66.0896508284926,2.9218663068883,WLD,Aggregates,Aggregates
World,1995,9280.04307826963,66.2782187539162,2.86248058473237,WLD,Aggregates,Aggregates
World,1996,9498.64599904791,66.5598428874379,2.81686061709299,WLD,Aggregates,Aggregates
World,1997,9736.15497858749,66.8446197645551,2.77690516363071,WLD,Aggregates,Aggregates
World,1998,9842.58601328097,67.0867869646409,2.74597320006002,WLD,Aggregates,Aggregates
World,1999,10054.6479750409,67.2930943638593,2.7163022872551,WLD,Aggregates,Aggregates
World,2000,10394.0717647242,67.5491888723492,2.69586251011468,WLD,Aggregates,Aggregates
World,2001,10505.4873885248,67.8217284117182,2.66614672236542,WLD,Aggregates,Aggregates
World,1960,,52.5797665560172,4.979307108885,WLD,Aggregates,Aggregates
World,1961,,53.0809343349998,5.00191978243415,WLD,Aggregates,Aggregates
World,1962,,53.4981944393904,5.02367146408933,WLD,Aggregates,Aggregates
World,2005,11753.6847028561,68.9202037747745,2.58784841595025,WLD,Aggregates,Aggregates
World,2019,,,,WLD,Aggregates,Aggregates
World,2007,12720.0238350884,69.5919422232058,2.566975770183,WLD,Aggregates,Aggregates
World,2008,12923.7042868617,69.8991757971054,2.55491845917954,WLD,Aggregates,Aggregates
World,2009,12722.1494801391,70.2464627373744,2.5341511670112,WLD,Aggregates,Aggregates
World,2010,13221.383642217,70.5561191281578,2.5162725848584,WLD,Aggregates,Aggregates
World,2011,13584.8072397113,70.8840776397894,2.49867606841139,WLD,Aggregates,Aggregates
World,2012,13872.6533827942,71.1717120220049,2.48925388225474,WLD,Aggregates,Aggregates
World,2013,14179.4197613405,71.4622570224978,2.47289032143786,WLD,Aggregates,Aggregates
World,2014,14506.0834498806,71.7419650515466,2.46559804914154,WLD,Aggregates,Aggregates
World,2015,14825.6837063004,71.9478983340412,2.45602971225356,WLD,Aggregates,Aggregates
World,2016,15149.3420189216,72.182171054675,2.44521748363156,WLD,Aggregates,Aggregates
World,2017,15543.340480474,72.3830086612671,2.43158466293156,WLD,Aggregates,Aggregates
World,2018,15941.2324125559,,,WLD,Aggregates,Aggregates
World,1963,,54.0233981153183,5.04400040674044,WLD,Aggregates,Aggregates
World,1978,,62.1933086727908,3.84304686755108,WLD,Aggregates,Aggregates
World,1979,,62.5552698689113,3.77341369166979,WLD,Aggregates,Aggregates
World,1980,,62.8415432629206,3.71365928624454,WLD,Aggregates,Aggregates
World,1981,,63.1823863438177,3.65661971173965,WLD,Aggregates,Aggregates
World,1982,,63.5087651240105,3.62717669004806,WLD,Aggregates,Aggregates
World,1969,,57.9965553105424,4.85457238196183,WLD,Aggregates,Aggregates
World,1970,,58.5839631942626,4.77740726096387,WLD,Aggregates,Aggregates
World,1971,,59.1111292503844,4.66896402144656,WLD,Aggregates,Aggregates
World,1972,,59.5970696511051,4.53943728246075,WLD,Aggregates,Aggregates
World,1973,,60.0455773342288,4.41068383450602,WLD,Aggregates,Aggregates
World,1974,,60.5410031302235,4.2885892504327,WLD,Aggregates,Aggregates
World,1975,,60.9869594434047,4.15651327744316,WLD,Aggregates,Aggregates
World,1976,,61.408913624599,4.04028538038847,WLD,Aggregates,Aggregates
World,1964,,54.6932412436179,5.05490891301623,WLD,Aggregates,Aggregates
World,1965,,55.3523672069119,5.03915577395467,WLD,Aggregates,Aggregates
World,1966,,56.0837873823687,4.99038258536087,WLD,Aggregates,Aggregates
World,1967,,56.7884010249067,4.97200862168929,WLD,Aggregates,Aggregates
World,1968,,57.3874659638846,4.92216247187193,WLD,Aggregates,Aggregates
World,1977,,61.8326529080405,3.93667877523915,WLD,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1966,,52.4128010568842,6.25343779661335,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1967,,54.1011159064066,6.19703589827437,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1968,,55.6597622527053,6.09120066320058,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1965,,50.7133845720187,6.26013205714402,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1970,,58.1955417616667,5.72420278504914,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1971,,59.1642600756908,5.46613269664023,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1973,,60.783774901967,4.85421274598653,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1969,,57.0329927895713,5.93317317167673,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1974,,61.5122095383997,4.53087566477898,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1975,,62.2030763011621,4.21647609604461,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1976,,62.8627810930729,3.92501163773592,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1977,,63.4828570394687,3.66498812996753,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1978,,64.0579500941452,3.44219051375562,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1979,,64.5872773628518,3.26260874017078,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1980,,65.068983447232,3.13174292173963,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1981,,65.5048561718989,3.04844913248973,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1982,,65.9006553497208,3.00455747591679,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1983,,66.2583563706385,2.98664994829982,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1984,,66.5814035290217,2.98483517606786,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1972,,60.007155948225,5.17038492861867,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2013,10858.1631965073,73.934377026552,1.87217534453099,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1960,,45.6132420031653,5.82628505954533,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1961,,46.0582560175745,5.93239903563579,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1962,,46.774328425552,6.04149888293848,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1963,,47.7988098660004,6.14032435971153,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1964,,49.1371928817452,6.2176186072683,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2004,5411.95037873785,71.348817419878,1.87854407620979,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2005,5875.83150460331,71.6407295378745,1.87599508154431,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2006,6439.35838975133,71.9275697021637,1.87351788844103,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2007,7144.63633222555,72.2123463950006,1.87105476056186,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2008,7675.78112385619,72.4966401921949,1.86989282762765,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2009,8185.54665803882,72.7807241431027,1.86909279866899,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2010,8907.4769958553,73.0662644084598,1.86901989728792,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2011,9574.18468907045,73.3551202612119,1.86938720405721,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2012,10212.5027042663,73.645297438745,1.87069864405132,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1986,,67.1295897652836,2.95936593899651,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1987,,67.3545853896186,2.91083407094695,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1988,,67.5503749469206,2.83203470997598,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2014,11496.0340501032,74.2204720452971,1.87366642126433,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2015,12147.9532725447,74.4962276185303,1.87499325371724,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2016,12819.5307488513,74.7556141751153,1.87629990470195,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2017,13543.5773618105,74.9949516020133,1.87652402875504,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2018,14300.8772657304,,,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2019,,,,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1995,3290.75303677812,68.7740937663478,2.01084978207242,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1996,3536.4813459331,69.0108744229307,1.96381821368158,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1997,3729.32705405094,69.2702184802986,1.93559310689221,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1985,,66.8719654313984,2.98136485168654,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1999,3895.48382363351,69.8360672330572,1.90493064444385,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2000,4140.88367830455,70.1361733407827,1.89644369075231,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2001,4368.69839443445,70.4422854529354,1.89000185124536,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1989,,67.7246537674106,2.7216003189059,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1990,2222.39701707647,67.886138330096,2.58722026267367,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1991,2357.87120756576,68.0436249864629,2.44244917915516,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1992,2564.09387974581,68.2032433971417,2.30236558847062,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1993,2794.12763799438,68.3744927510886,2.17995618233646,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1994,3041.3958286647,68.5624786106032,2.08156330064248,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2003,5017.04876129494,71.0512664739094,1.88163773453967,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),1998,3719.13550622437,69.5457763684502,1.91699523891455,EAP,Aggregates,Aggregates
East Asia & Pacific (excluding high income),2002,4662.09568781267,70.7483652455743,1.88543484860798,EAP,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2002,11194.4262532078,67.7810414313553,1.66126042923201,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2003,11943.8157744525,67.9172011457554,1.67060655545788,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2001,10610.0446478184,67.6992102032485,1.63203406798764,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1993,10701.5722311095,66.3887918431344,1.98513726702811,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1994,9511.4182538874,66.1443355704555,1.93693517007976,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1992,11457.0144728201,67.2586269581515,2.11437593064994,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1983,,66.948619527304,2.63096358422997,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1984,,66.9452322117295,2.61032460437369,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1985,,67.3565071849428,2.58192742935365,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1986,,68.1160224957422,2.61843436182038,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1987,,68.2888967548544,2.62885911174715,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1988,,68.3633233294067,2.55172001424042,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1989,,68.316366586714,2.45434882764617,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1990,13752.6188740783,68.1846001246618,2.34226739571087,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1991,12935.1693995105,68.0014424695382,2.2304241447782,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2005,13833.3320473609,68.3880871224669,1.67483074708021,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2006,14967.9802633184,69.0169940747533,1.70398650670521,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2007,16124.1246970489,69.5363456925258,1.77212651167644,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1995,9311.29672204189,66.1786452270594,1.87700731530868,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1996,9247.9157721408,66.7419801246265,1.80217479069445,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1997,9458.15521294364,67.3676083519832,1.73665498023475,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1998,9277.47675633949,67.7145639680285,1.70481667380152,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1999,9503.56006568094,67.4905748091368,1.64751002505169,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2000,10267.3603946957,67.5602328424697,1.64179450076655,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1960,,63.3489097079799,3.14784224307078,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1961,,63.8673293609614,3.08191167452773,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1962,,64.259102702164,3.03784157867761,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2004,12930.7689913442,68.2463594432422,1.70220244247845,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2018,19807.5949903462,,,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2019,,,,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1979,,66.1570234476825,2.61219442097617,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2008,16830.5803033952,69.8432541256363,1.84359592822947,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2009,15761.6681090231,70.4601080578351,1.85409402580915,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2010,16450.6380065502,70.7846941707952,1.85136496163577,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2011,17293.5986619777,71.3784475182153,1.84862062299496,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2012,17817.1301571216,71.7354255911906,1.90376875123184,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2013,18370.0295405117,72.1635605639698,1.91889002901225,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2014,18621.5257885917,72.3986960479928,1.95635908684809,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2015,18580.8121599079,72.7103728554834,1.97128963479747,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2016,18771.1893493236,73.0588130690153,1.96003245774803,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),2017,19363.8431754465,73.3991723323695,1.94439674681344,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1963,,64.6212513081593,2.97402957047227,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1964,,64.9166815210919,2.90312909671725,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1965,,65.1384991194884,2.86970285177343,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1980,,66.2818076424981,2.57971650269167,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1981,,66.4955022697261,2.55733091774488,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1982,,66.8281076491183,2.60590492643371,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1969,,65.6451279793055,2.86038723428553,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1970,,65.8880066465596,2.84998504599716,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1971,,66.0906595630239,2.8346141281267,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1972,,66.1332176735321,2.82462488279208,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1973,,66.2419321319799,2.78749847925978,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1974,,66.3458142168419,2.78792241040215,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1975,,66.1644393970323,2.74803394877239,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1976,,66.1455846838181,2.71533846623723,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1977,,66.1514656339207,2.67984435472196,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1978,,66.2167418455449,2.646230449552,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1966,,65.3049185131863,2.84888931438118,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1967,,65.4207236375395,2.92672599542332,ECA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),1968,,65.561558151182,2.89780799104448,ECA,Aggregates,Aggregates
South Asia,1964,,44.6155204867259,6.01440455820802,SAS,Aggregates,Aggregates
South Asia,1965,,45.2322245352499,5.99237938664851,SAS,Aggregates,Aggregates
South Asia,1966,,45.8352184795371,5.9644579449422,SAS,Aggregates,Aggregates
South Asia,1967,,46.4188124874138,5.93023854783576,SAS,Aggregates,Aggregates
South Asia,1968,,46.9824001042466,5.89036807587829,SAS,Aggregates,Aggregates
South Asia,1969,,47.5289984899358,5.84574675747477,SAS,Aggregates,Aggregates
South Asia,1970,,48.0701681756976,5.79483948829393,SAS,Aggregates,Aggregates
South Asia,1972,,49.2006752489782,5.67342748184718,SAS,Aggregates,Aggregates
South Asia,1973,,49.8048687709327,5.60410935297489,SAS,Aggregates,Aggregates
South Asia,1974,,50.4313811501698,5.53106597200354,SAS,Aggregates,Aggregates
South Asia,2016,5647.79793504414,68.9161514390397,2.43806111280007,SAS,Aggregates,Aggregates
South Asia,1975,,51.0706081520746,5.45650724199598,SAS,Aggregates,Aggregates
South Asia,1976,,51.7077331248925,5.38308880838389,SAS,Aggregates,Aggregates
South Asia,1977,,52.3245294024817,5.31271309895967,SAS,Aggregates,Aggregates
South Asia,1978,,52.9093432492139,5.24570366684742,SAS,Aggregates,Aggregates
South Asia,1979,,53.4563284684693,5.18160474757164,SAS,Aggregates,Aggregates
South Asia,1980,,53.9588443319036,5.1194548275189,SAS,Aggregates,Aggregates
South Asia,1981,,54.4170499100527,5.0556661544031,SAS,Aggregates,Aggregates
South Asia,1982,,54.8412669484008,4.98877176728176,SAS,Aggregates,Aggregates
South Asia,1983,,55.2417705553555,4.9172832677161,SAS,Aggregates,Aggregates
South Asia,1971,,48.6237782032007,5.7372875570075,SAS,Aggregates,Aggregates
South Asia,2014,5005.26101991462,68.3402062592725,2.50876731415598,SAS,Aggregates,Aggregates
South Asia,2015,5310.50668144295,68.6419006832955,2.47007883573369,SAS,Aggregates,Aggregates
South Asia,1960,,42.120208188067,6.04470645108481,SAS,Aggregates,Aggregates
South Asia,1961,,42.7424786004499,6.04340890870821,SAS,Aggregates,Aggregates
South Asia,1962,,43.3665355791448,6.03892082808457,SAS,Aggregates,Aggregates
South Asia,1963,,43.9914377761874,6.0296207560674,SAS,Aggregates,Aggregates
South Asia,2003,2945.97539377701,64.0113964842553,3.28369797442589,SAS,Aggregates,Aggregates
South Asia,2004,3114.92887060196,64.3951878712636,3.21002596483569,SAS,Aggregates,Aggregates
South Asia,2005,3300.36078604289,64.7831708529086,3.13643657712697,SAS,Aggregates,Aggregates
South Asia,2006,3497.37976481492,65.1799329141394,3.06007521088184,SAS,Aggregates,Aggregates
South Asia,2007,3693.1873894567,65.5877135689298,2.98234811346223,SAS,Aggregates,Aggregates
South Asia,2008,3753.47096704354,66.0052498179568,2.90263116317783,SAS,Aggregates,Aggregates
South Asia,2009,3959.18375109479,66.4278567036032,2.82267069921564,SAS,Aggregates,Aggregates
South Asia,2010,4198.29104219202,66.8487685318254,2.7458842006011,SAS,Aggregates,Aggregates
South Asia,2011,4351.07742347792,67.2583178427736,2.6747784499722,SAS,Aggregates,Aggregates
South Asia,2012,4527.66443359421,67.6463399602528,2.61119946053128,SAS,Aggregates,Aggregates
South Asia,2013,4739.92392194935,68.0077190249383,2.55569144871623,SAS,Aggregates,Aggregates
South Asia,1987,,56.8052358429081,4.57660723737325,SAS,Aggregates,Aggregates
South Asia,2017,5965.68065759746,69.1713119009688,2.41061747795576,SAS,Aggregates,Aggregates
South Asia,2018,6292.94151136076,,,SAS,Aggregates,Aggregates
South Asia,2019,,,,SAS,Aggregates,Aggregates
South Asia,1991,1962.69520033551,58.6300467499723,4.21060013423953,SAS,Aggregates,Aggregates
South Asia,1992,2031.345975252,59.1231344707417,4.12521769521065,SAS,Aggregates,Aggregates
South Asia,1993,2074.31404116757,59.6169085359239,4.04355914149475,SAS,Aggregates,Aggregates
South Asia,1994,2153.30706009543,60.1068644343779,3.96359697787178,SAS,Aggregates,Aggregates
South Asia,1995,2255.30256878488,60.5898554706852,3.88630879562493,SAS,Aggregates,Aggregates
South Asia,1996,2361.14619183079,61.060992382218,3.81068239283525,SAS,Aggregates,Aggregates
South Asia,1984,,55.6269286855109,4.84000298227317,SAS,Aggregates,Aggregates
South Asia,1985,,56.0089443799258,4.75688464958385,SAS,Aggregates,Aggregates
South Asia,1986,,56.4000696690979,4.66827057363715,SAS,Aggregates,Aggregates
South Asia,2000,2681.93272594122,62.8239827828773,3.50721477445501,SAS,Aggregates,Aggregates
