state,year,names,plate,region,region.name,price,income,pop,intrate
4,1987,Arizona,AZ,6,Southwest,89.5234409,9.003452779,3437103,5.912283834
4,1988,Arizona,AZ,6,Southwest,84.27191666,8.989261403,3535183,4.810722236
4,1989,Arizona,AZ,6,Southwest,79.06675356,8.874943236,3622184,3.585856113
4,1990,Arizona,AZ,6,Southwest,74.25559086,8.680668268,3684097,3.520784091
4,1991,Arizona,AZ,6,Southwest,73.31906492,8.515055338,3788576,5.220178202
4,1992,Arizona,AZ,6,Southwest,73.4668992,8.568246041,3915740,5.388794791
4,1993,Arizona,AZ,6,Southwest,73.66257643,8.607183755,4065440,5.071433064
4,1994,Arizona,AZ,6,Southwest,75.53089603,8.789508098,4245089,5.405821753
4,1995,Arizona,AZ,6,Southwest,78.62256007,8.971334699,4432499,6.112298742
4,1996,Arizona,AZ,6,Southwest,80.29760732,9.033469277,4586940,4.787972117
4,1997,Arizona,AZ,6,Southwest,82.08050954,9.291898564,4736990,5.536423612
4,1998,Arizona,AZ,6,Southwest,84.72105585,9.633605294,4883342,4.595732021
4,1999,Arizona,AZ,6,Southwest,85.81784328,9.63370107,5023823,3.56766418
4,2000,Arizona,AZ,6,Southwest,85.87097649,9.697836206,5165765,1.996719685
4,2001,Arizona,AZ,6,Southwest,87.66672017,9.518902062,5297684,2.58976584
4,2002,Arizona,AZ,6,Southwest,89.34138724,9.490131837,5441125,3.047481476
4,2003,Arizona,AZ,6,Southwest,91.2208794,9.407477056,5580811,2.001202633
5,1975,Arkansas,AR,5,Plains,98.85865974,6.872419631,2158291,0.340911901
5,1976,Arkansas,AR,5,Plains,105.9538138,7.061820033,2168688,2.465118793
5,1977,Arkansas,AR,5,Plains,103.8460899,7.247074967,2207228,0.987901883
5,1978,Arkansas,AR,5,Plains,106.8045521,7.693224225,2241019,1.339093786
5,1979,Arkansas,AR,5,Plains,109.090664,7.348117005,2269115,-2.400528705
5,1980,Arkansas,AR,5,Plains,100,6.704478625,2288738,-3.701936998
5,1981,Arkansas,AR,5,Plains,92.46199344,6.82577772,2293204,3.365206814
5,1982,Arkansas,AR,5,Plains,88.77832057,6.729418712,2294254,8.218609539
5,1983,Arkansas,AR,5,Plains,91.68296097,6.964340862,2305766,8.259917925
5,1984,Arkansas,AR,5,Plains,90.13227001,7.473618475,2319767,8.198598271
5,1985,Arkansas,AR,5,Plains,88.98320066,7.655061812,2327046,7.702332984
5,1986,Arkansas,AR,5,Plains,91.12972371,7.855844933,2331988,7.46188375
5,1987,Arkansas,AR,5,Plains,89.14942143,7.855521986,2342357,6.682672525
5,1988,Arkansas,AR,5,Plains,85.62381941,8.170161015,2342655,6.91505827
5,1989,Arkansas,AR,5,Plains,83.88403781,8.453262111,2346354,6.370218383
5,1990,Arkansas,AR,5,Plains,80.74114999,8.460521966,2356586,4.741962115
5,1991,Arkansas,AR,5,Plains,79.02970673,8.489669614,2383144,4.313564545
5,1992,Arkansas,AR,5,Plains,79.70787273,8.899415267,2415984,5.797618583
5,1993,Arkansas,AR,5,Plains,81.33647766,8.889981373,2456303,4.711660617
5,1994,Arkansas,AR,5,Plains,83.55575717,8.982760519,2494019,5.161598621
5,1995,Arkansas,AR,5,Plains,85.38704866,9.095190456,2535399,5.003347473
5,1996,Arkansas,AR,5,Plains,85.89809372,9.267132307,2572109,4.713239418
5,1997,Arkansas,AR,5,Plains,86.99831905,9.379428862,2601090,5.52944479
5,1998,Arkansas,AR,5,Plains,88.97112228,9.628250881,2626289,5.089018679
5,1999,Arkansas,AR,5,Plains,88.7584615,9.671181984,2651860,4.217345519
5,2000,Arkansas,AR,5,Plains,87.07275221,9.588281953,2678322,3.469439534
5,2001,Arkansas,AR,5,Plains,88.7376523,9.823525287,2692041,3.680202279
5,2002,Arkansas,AR,5,Plains,90.6268579,9.989278125,2706268,5.150929599
5,2003,Arkansas,AR,5,Plains,92.70252794,10.22350203,2725714,3.66587694
6,1975,California,CA,8,Far West,65.89415574,10.06764286,21536715,-1.231897712
6,1976,California,CA,8,Far West,73.11877617,10.25585665,21934505,1.898265679
6,1977,California,CA,8,Far West,85.51020265,10.4475076,22350247,1.394722041
6,1978,California,CA,8,Far West,94.88072347,10.80454353,22838960,1.584775169
6,1979,California,CA,8,Far West,100.5190819,10.88890366,23255069,-0.554042663
6,1980,California,CA,8,Far West,100,10.44268386,23800800,-2.703151583
6,1981,California,CA,8,Far West,99.74920628,10.50749189,24285933,4.824628163
6,1982,California,CA,8,Far West,95.85635441,10.44011582,24820007,8.077704142
6,1983,California,CA,8,Far West,95.26555679,10.87109528,25360023,10.20862126
6,1984,California,CA,8,Far West,93.80392932,11.42935336,25844397,8.268377926
6,1985,California,CA,8,Far West,94.46469072,11.51840935,26441107,6.844257507
6,1986,California,CA,8,Far West,97.81384455,11.62985612,27102238,5.843080619
6,1987,California,CA,8,Far West,103.5638746,11.57723016,27777160,5.175741103
6,1988,California,CA,8,Far West,114.4989198,11.79223435,28464250,5.186615843
6,1989,California,CA,8,Far West,131.7839815,11.67690016,29218165,4.3035776
6,1990,California,CA,8,Far West,134.6198516,11.62274411,29959515,3.566861771
6,1991,California,CA,8,Far West,128.9287746,11.33794895,30470736,4.801823469
6,1992,California,CA,8,Far West,122.8705703,11.40205382,30974659,4.596732451
6,1993,California,CA,8,Far West,115.2600804,11.17503407,31274928,4.658379795
6,1994,California,CA,8,Far West,108.1230274,11.29039923,31484435,6.640603536
6,1995,California,CA,8,Far West,104.4527576,11.51171274,31696582,6.091112275
6,1996,California,CA,8,Far West,102.2420286,11.69702552,32018834,5.510734514
6,1997,California,CA,8,Far West,103.305261,11.92365708,32486010,5.686830953
6,1998,California,CA,8,Far West,110.3572805,12.51033449,32987675,5.104400721
6,1999,California,CA,8,Far West,116.3466939,12.64170898,33499204,4.72731254
6,2000,California,CA,8,Far West,126.614573,13.032213,33999879,4.364882907
6,2001,California,CA,8,Far West,138.1746325,12.97902506,34533054,3.814797397
6,2002,California,CA,8,Far West,149.284001,13.16202077,35001986,3.7654895
6,2003,California,CA,8,Far West,163.3444994,13.1850225,35484453,3.071886572
8,1975,Colorado,CO,7,Rocky Mountain,84.61782336,9.073915886,2586144,-0.932716064
8,1976,Colorado,CO,7,Rocky Mountain,86.3392639,9.306487284,2632244,3.005698326
8,1977,Colorado,CO,7,Rocky Mountain,92.55162455,9.337243879,2696007,-0.055342829
8,1978,Colorado,CO,7,Rocky Mountain,101.674659,9.573163424,2766725,-0.246530032
8,1979,Colorado,CO,7,Rocky Mountain,103.1101687,9.231542847,2849181,-4.790868272
8,1980,Colorado,CO,7,Rocky Mountain,100,9.319868688,2908803,0.605464719
8,1981,Colorado,CO,7,Rocky Mountain,95.41324196,9.406304989,2977899,3.532792994
8,1982,Colorado,CO,7,Rocky Mountain,96.61516476,9.197231416,3061562,5.115036261
8,1983,Colorado,CO,7,Rocky Mountain,94.14203201,9.373647206,3133634,6.51879068
8,1984,Colorado,CO,7,Rocky Mountain,90.69944206,9.855427719,3169995,8.997803324
8,1985,Colorado,CO,7,Rocky Mountain,88.72156863,10.00016127,3208726,8.72417188
8,1986,Colorado,CO,7,Rocky Mountain,90.10524247,10.17949016,3237448,8.276643769
8,1987,Colorado,CO,7,Rocky Mountain,86.48347614,10.18381893,3260477,6.723643295
8,1988,Colorado,CO,7,Rocky Mountain,82.46160367,10.47034007,3262280,7.126337381
8,1989,Colorado,CO,7,Rocky Mountain,81.59916766,11.04030721,3275815,7.426550212
8,1990,Colorado,CO,7,Rocky Mountain,79.95867141,11.15410409,3307618,5.011747477
8,1991,Colorado,CO,7,Rocky Mountain,79.79280178,11.07368262,3387119,4.955317059
8,1992,Colorado,CO,7,Rocky Mountain,82.19353669,11.17267409,3495939,4.46627694
8,1993,Colorado,CO,7,Rocky Mountain,86.04287666,11.16828812,3613734,3.084793526
8,1994,Colorado,CO,7,Rocky Mountain,92.38881846,11.12443245,3724168,3.639059953
8,1995,Colorado,CO,7,Rocky Mountain,95.41198954,11.22471536,3826653,3.378124338
8,1996,Colorado,CO,7,Rocky Mountain,97.66236415,11.35511337,3919972,3.91367343
8,1997,Colorado,CO,7,Rocky Mountain,99.62224305,11.43921952,4018293,4.048022495
8,1998,Colorado,CO,7,Rocky Mountain,103.1544863,11.89561516,4116639,4.156555003
8,1999,Colorado,CO,7,Rocky Mountain,108.8895819,12.21075315,4226018,4.179979845
8,2000,Colorado,CO,7,Rocky Mountain,116.7764935,12.78135459,4326872,3.73737331
8,2001,Colorado,CO,7,Rocky Mountain,122.2700098,12.78999347,4428786,2.511887837
8,2002,Colorado,CO,7,Rocky Mountain,126.0930267,12.71950534,4501051,4.57956253
8,2003,Colorado,CO,7,Rocky Mountain,128.3139857,12.88229751,4550688,4.595813116
9,1975,Connecticut,CT,1,New England,86.56899527,9.175310194,3084726,1.44174192
9,1976,Connecticut,CT,1,New England,86.37072395,9.29734265,3085984,2.699037028
9,1977,Connecticut,CT,1,New England,86.55238709,9.744868024,3088729,2.911232173
9,1978,Connecticut,CT,1,New England,97.60940746,10.15063639,3094839,3.269101475
9,1979,Connecticut,CT,1,New England,107.2880298,10.41926182,3099907,1.2851062
9,1980,Connecticut,CT,1,New England,100,10.58671664,3113174,1.144811524
9,1981,Connecticut,CT,1,New England,98.76663713,10.7497705,3128837,4.872618534
9,1982,Connecticut,CT,1,New England,94.25818321,10.92594501,3139014,8.17653552
9,1983,Connecticut,CT,1,New England,98.4781841,11.3580696,3162355,7.427829209
9,1984,Connecticut,CT,1,New England,105.0244279,12.09293502,3180014,7.820607918
9,1985,Connecticut,CT,1,New England,116.9219404,12.31713389,3201131,7.719531201
9,1986,Connecticut,CT,1,New England,138.0192785,12.67316055,3223741,5.762626488
9,1987,Connecticut,CT,1,New England,164.6516194,12.97030431,3247290,4.424757228
9,1988,Connecticut,CT,1,New England,172.0046272,13.7121756,3271954,4.992534532
9,1989,Connecticut,CT,1,New England,160.5197875,14.03586029,3283404,3.828672906
9,1990,Connecticut,CT,1,New England,143.8907624,13.70544925,3291967,3.448555846
9,1991,Connecticut,CT,1,New England,131.038553,13.11308208,3302895,4.320851268
9,1992,Connecticut,CT,1,New England,125.125747,13.39387238,3300712,4.611818536
9,1993,Connecticut,CT,1,New England,119.5456038,13.20997338,3309175,4.263286401
9,1994,Connecticut,CT,1,New England,113.1460618,13.21677258,3316121,5.59590395
9,1995,Connecticut,CT,1,New England,109.6913622,13.37194423,3324144,5.092991265
9,1996,Connecticut,CT,1,New England,107.9994157,13.33334535,3336685,4.512697826
9,1997,Connecticut,CT,1,New England,106.842219,13.62670031,3349348,4.951821581
9,1998,Connecticut,CT,1,New England,110.5236971,14.21995629,3365352,4.905614563
9,1999,Connecticut,CT,1,New England,114.1225583,14.44777677,3386401,5.102073715
9,2000,Connecticut,CT,1,New England,119.1446595,15.01983867,3411750,4.562455905
9,2001,Connecticut,CT,1,New England,126.6913748,15.1858765,3432550,4.593193974
9,2002,Connecticut,CT,1,New England,135.3668573,15.33572415,3458587,3.958549702
9,2003,Connecticut,CT,1,New England,142.4941509,15.26347438,3483372,2.644048158
10,1975,Delaware,DE,2,Mideast,106.3008164,8.457485891,588756,0.953517687
10,1976,Delaware,DE,2,Mideast,102.7512592,8.649622155,592755,3.454597208
10,1977,Delaware,DE,2,Mideast,100.0899372,8.750875597,594821,1.853378275
10,1978,Delaware,DE,2,Mideast,97.01467575,9.01608982,598188,2.912966825
10,1979,Delaware,DE,2,Mideast,97.7426351,8.956297681,598830,0.273907495
10,1980,Delaware,DE,2,Mideast,100,8.9695572,594919,-0.394735964
10,1981,Delaware,DE,2,Mideast,94.03924788,8.894328035,595974,4.487691033
10,1982,Delaware,DE,2,Mideast,95.16228892,9.212381734,599148,9.017120329
10,1983,Delaware,DE,2,Mideast,96.86682169,9.671649495,605459,9.184329231
10,1984,Delaware,DE,2,Mideast,99.0107397,10.19238633,611565,8.089180579
10,1985,Delaware,DE,2,Mideast,102.6186579,10.55344943,618279,6.957397545
10,1986,Delaware,DE,2,Mideast,111.3461743,10.73535568,627559,6.569507602
10,1987,Delaware,DE,2,Mideast,120.8630906,10.92434697,636946,4.731985551
10,1988,Delaware,DE,2,Mideast,127.8724932,11.23062574,647621,5.026870057
10,1989,Delaware,DE,2,Mideast,133.7184757,11.67092232,658274,4.548976496
10,1990,Delaware,DE,2,Mideast,130.500361,11.37298528,669567,3.640472375
10,1991,Delaware,DE,2,Mideast,126.6200562,11.30205509,683080,4.164036476
10,1992,Delaware,DE,2,Mideast,124.3837066,11.27295839,694925,5.092672742
10,1993,Delaware,DE,2,Mideast,122.0336317,11.11672,706378,4.793171637
10,1994,Delaware,DE,2,Mideast,116.6981426,11.00036782,717545,5.075160168
10,1995,Delaware,DE,2,Mideast,113.9505265,11.11746415,729734,4.972550762
10,1996,Delaware,DE,2,Mideast,113.0246005,11.33397827,740977,4.818484121
10,1997,Delaware,DE,2,Mideast,112.0977868,11.26077751,751487,5.014381065
10,1998,Delaware,DE,2,Mideast,114.5847337,11.89531545,763335,5.515822838
10,1999,Delaware,DE,2,Mideast,116.5211707,11.9238611,774990,4.865750265
10,2000,Delaware,DE,2,Mideast,120.2087667,12.44730422,786397,4.981703552
10,2001,Delaware,DE,2,Mideast,125.7945777,12.50426413,795576,4.399275861
10,2002,Delaware,DE,2,Mideast,133.214764,12.83231788,805945,4.525464612
10,2003,Delaware,DE,2,Mideast,141.9640925,13.02722944,817491,3.584938243
11,1975,District of Columbia,DC,2,Mideast,72.19263055,10.61956707,710308,1.429097816
11,1976,District of Columbia,DC,2,Mideast,80.48400626,10.71121751,696305,2.576236563
11,1977,District of Columbia,DC,2,Mideast,87.54030575,11.19262739,681768,1.355029375
11,1978,District of Columbia,DC,2,Mideast,97.13849965,11.06623719,670046,1.417943112
11,1979,District of Columbia,DC,2,Mideast,105.7298206,10.65607678,655616,-0.756847403
11,1980,District of Columbia,DC,2,Mideast,100,10.45038102,638284,0.581336356
11,1981,District of Columbia,DC,2,Mideast,96.607402,10.39571525,636893,5.399354494
11,1982,District of Columbia,DC,2,Mideast,90.83347716,10.80870816,634174,8.409860447
11,1983,District of Columbia,DC,2,Mideast,85.38445604,10.968426,632433,7.637472892
11,1984,District of Columbia,DC,2,Mideast,85.93680604,11.56797086,633382,8.011629944
11,1985,District of Columbia,DC,2,Mideast,87.13501095,11.76938917,634549,7.252900365
11,1986,District of Columbia,DC,2,Mideast,92.79675202,12.00280569,638269,6.127322164
11,1987,District of Columbia,DC,2,Mideast,101.6051596,12.17608682,636930,5.872848367
11,1988,District of Columbia,DC,2,Mideast,112.915372,13.05919102,630432,5.662229907
11,1989,District of Columbia,DC,2,Mideast,120.5490516,13.38532541,624168,3.632694818
11,1990,District of Columbia,DC,2,Mideast,118.563237,13.97416101,605321,3.553755566
11,1991,District of Columbia,DC,2,Mideast,113.8523654,14.10633989,600870,4.722371745
11,1992,District of Columbia,DC,2,Mideast,113.9321865,14.50304118,597565,5.691469092
11,1993,District of Columbia,DC,2,Mideast,109.6586249,14.63539762,595301,4.089659534
11,1994,District of Columbia,DC,2,Mideast,104.3363511,14.63863396,589239,6.038725762
11,1995,District of Columbia,DC,2,Mideast,101.1949279,14.54351379,580517,5.573671427
11,1996,District of Columbia,DC,2,Mideast,100.2968527,14.68648816,572377,4.637971239
11,1997,District of Columbia,DC,2,Mideast,98.63024768,14.99758282,567736,5.522492379
11,1998,District of Columbia,DC,2,Mideast,102.6839147,15.42539591,565230,5.250229697
11,1999,District of Columbia,DC,2,Mideast,108.9212297,15.16770905,570213,5.005726335
11,2000,District of Columbia,DC,2,Mideast,120.7580942,15.96508508,571437,4.411648109
11,2001,District of Columbia,DC,2,Mideast,134.8506001,17.52932682,572716,4.513551388
11,2002,District of Columbia,DC,2,Mideast,151.2568516,18.03512616,569157,4.163898188
11,2003,District of Columbia,DC,2,Mideast,164.9653589,18.21867966,563384,2.879747204
12,1975,Florida,FL,5,Plains,106.215517,8.132119039,8541660,0.090894688
12,1976,Florida,FL,5,Plains,99.5539406,8.229458449,8695356,2.831979279
12,1977,Florida,FL,5,Plains,98.75308913,8.44718185,8888958,1.724211631
12,1978,Florida,FL,5,Plains,99.72070273,8.760221073,9131554,1.408542314
12,1979,Florida,FL,5,Plains,102.7547653,8.819290445,9470585,0.210445119
12,1980,Florida,FL,5,Plains,100,8.763857422,9839835,-1.08068102
12,1981,Florida,FL,5,Plains,95.5293704,8.791677367,10192775,3.204144392
12,1982,Florida,FL,5,Plains,96.20004083,8.58471718,10471405,7.16114495
12,1983,Florida,FL,5,Plains,96.83058899,9.19881975,10749849,8.786038155
12,1984,Florida,FL,5,Plains,95.59086627,9.759659991,11039925,9.16897407
12,1985,Florida,FL,5,Plains,94.34472767,9.998473387,11351120,8.515996181
12,1986,Florida,FL,5,Plains,97.11337258,10.32728374,11667503,7.714844539
12,1987,Florida,FL,5,Plains,96.25868248,10.47452526,11997282,5.825164654
12,1988,Florida,FL,5,Plains,95.85155458,10.76526368,12306400,5.334849058
12,1989,Florida,FL,5,Plains,95.62222934,11.20837502,12637718,5.311547411
12,1990,Florida,FL,5,Plains,92.5786372,11.10361267,13033307,4.110066611
12,1991,Florida,FL,5,Plains,91.05357769,10.93699787,13369798,5.46498598
12,1992,Florida,FL,5,Plains,92.01290224,11.10115348,13650553,6.490787158
12,1993,Florida,FL,5,Plains,90.9989168,11.04361234,13927185,3.856276636
12,1994,Florida,FL,5,Plains,88.87289983,10.98441018,14239444,4.778644082
12,1995,Florida,FL,5,Plains,87.58523118,11.06827437,14537875,3.965671592
12,1996,Florida,FL,5,Plains,87.20058131,11.06061615,14853360,4.19639564
12,1997,Florida,FL,5,Plains,86.87560796,11.01476798,15186304,4.249583766
12,1998,Florida,FL,5,Plains,90.07106604,11.48442646,15486559,5.214620331
12,1999,Florida,FL,5,Plains,92.50961058,11.74000854,15759421,5.864818234
12,2000,Florida,FL,5,Plains,95.56119397,11.99177367,16047807,4.351463319
12,2001,Florida,FL,5,Plains,101.9215794,12.00611392,16355193,4.030619954
12,2002,Florida,FL,5,Plains,110.5497467,12.19842317,16691701,5.056921834
12,2003,Florida,FL,5,Plains,118.5821225,12.16473899,17019068,2.807689967
13,1975,Georgia,GA,5,Plains,109.1904277,7.000146438,5058535,0.260288842
13,1976,Georgia,GA,5,Plains,108.3190394,7.31009344,5126155,3.87549223
13,1977,Georgia,GA,5,Plains,103.2554589,7.457266986,5211771,1.972190671
13,1978,Georgia,GA,5,Plains,105.0682128,7.745100106,5286148,1.758621169
13,1979,Georgia,GA,5,Plains,103.1337667,7.643858973,5391265,-0.200168218
13,1980,Georgia,GA,5,Plains,100,7.408864356,5486174,-1.077357863
13,1981,Georgia,GA,5,Plains,95.69897788,7.340666942,5568346,2.544852738
13,1982,Georgia,GA,5,Plains,94.61244381,7.421313998,5649788,7.555623685
13,1983,Georgia,GA,5,Plains,94.92731978,7.695850785,5728248,8.059517056
13,1984,Georgia,GA,5,Plains,96.28195799,8.341521857,5834943,8.590937778
13,1985,Georgia,GA,5,Plains,97.12820841,8.524620787,5962639,6.865527993
13,1986,Georgia,GA,5,Plains,100.908477,8.806193122,6084645,6.035536935
13,1987,Georgia,GA,5,Plains,102.4110141,8.887764193,6208479,5.615005508
13,1988,Georgia,GA,5,Plains,102.6424884,9.244018668,6316139,6.417174038
13,1989,Georgia,GA,5,Plains,100.0208196,9.327864262,6411117,4.63109564
13,1990,Georgia,GA,5,Plains,96.24415413,9.428922802,6512602,4.976530147
13,1991,Georgia,GA,5,Plains,94.19289626,9.444995125,6653005,5.629895459
13,1992,Georgia,GA,5,Plains,94.8373917,9.803749137,6817203,6.244899503
13,1993,Georgia,GA,5,Plains,94.13066861,9.744419011,6978240,3.742406371
13,1994,Georgia,GA,5,Plains,94.03559636,9.990500419,7157165,5.687324152
13,1995,Georgia,GA,5,Plains,94.64850745,10.13350454,7328413,4.767231838
13,1996,Georgia,GA,5,Plains,95.84850114,10.30997284,7501069,4.045302577
13,1997,Georgia,GA,5,Plains,98.3598116,10.42546516,7685099,5.419760021
13,1998,Georgia,GA,5,Plains,102.9465153,10.85558401,7863536,5.094590997
13,1999,Georgia,GA,5,Plains,106.8082995,11.05845724,8045965,4.83298801
13,2000,Georgia,GA,5,Plains,109.2684126,11.32188192,8230094,4.163598192
13,2001,Georgia,GA,5,Plains,113.6816934,11.31002729,8394795,3.852692156
13,2002,Georgia,GA,5,Plains,117.572068,11.51719859,8544005,5.362986522
13,2003,Georgia,GA,5,Plains,120.5881455,11.61256559,8684715,4.223756483
16,1975,Idaho,ID,7,Rocky Mountain,102.2592285,8.089603335,831981,-0.822670498
16,1976,Idaho,ID,7,Rocky Mountain,103.1575564,8.371189981,856979,2.91421174
16,1977,Idaho,ID,7,Rocky Mountain,108.2981013,8.217637128,883446,0.362362146
16,1978,Idaho,ID,7,Rocky Mountain,111.8031591,8.367705998,910962,-0.446726903
16,1979,Idaho,ID,7,Rocky Mountain,111.4827493,8.086291707,932636,-0.906884941
16,1980,Idaho,ID,7,Rocky Mountain,100,7.718597274,947983,-3.315639249
16,1981,Idaho,ID,7,Rocky Mountain,95.80874006,7.474350189,962204,3.73156379
16,1982,Idaho,ID,7,Rocky Mountain,89.76125663,7.271177956,973719,7.558573983
16,1983,Idaho,ID,7,Rocky Mountain,91.75542608,7.73940875,981866,10.41726527
16,1984,Idaho,ID,7,Rocky Mountain,87.82217168,8.031096947,990841,9.050825057
16,1985,Idaho,ID,7,Rocky Mountain,87.41189602,8.215297721,994052,8.880395121
16,1986,Idaho,ID,7,Rocky Mountain,87.85790326,8.391461712,990222,7.984554546
16,1987,Idaho,ID,7,Rocky Mountain,84.28867561,8.594114806,984997,7.059843
16,1988,Idaho,ID,7,Rocky Mountain,81.37908767,8.923898049,985661,6.46647245
16,1989,Idaho,ID,7,Rocky Mountain,80.75959626,9.203313727,994422,4.665128236
16,1990,Idaho,ID,7,Rocky Mountain,80.50712358,9.123164095,1012384,2.213734845
16,1991,Idaho,ID,7,Rocky Mountain,81.12376511,8.806227745,1041316,3.171691872
16,1992,Idaho,ID,7,Rocky Mountain,83.66052532,9.005062892,1071685,4.551185666
16,1993,Idaho,ID,7,Rocky Mountain,88.58617519,9.297779071,1108768,4.452051444
16,1994,Idaho,ID,7,Rocky Mountain,92.63961868,9.28451769,1145140,4.591007492
16,1995,Idaho,ID,7,Rocky Mountain,94.62144406,9.343110339,1177322,4.590774761
16,1996,Idaho,ID,7,Rocky Mountain,94.61500933,9.397616669,1203083,4.011846889
16,1997,Idaho,ID,7,Rocky Mountain,94.00381309,9.220428976,1228520,3.829192396
16,1998,Idaho,ID,7,Rocky Mountain,94.77378281,9.464483177,1252330,3.689019848
16,1999,Idaho,ID,7,Rocky Mountain,93.48886557,9.565907814,1275674,4.045847996
16,2000,Idaho,ID,7,Rocky Mountain,91.78794458,9.672834713,1299610,3.985735533
16,2001,Idaho,ID,7,Rocky Mountain,93.4742169,9.768037763,1321309,3.519503218
16,2002,Idaho,ID,7,Rocky Mountain,94.60842377,9.966408263,1343124,4.571607689
16,2003,Idaho,ID,7,Rocky Mountain,97.20283142,9.993885182,1366332,4.099890337
17,1975,Illinois,IL,3,Southeast,102.942396,9.573956133,11306351,1.152453877
17,1976,Illinois,IL,3,Southeast,108.1877485,9.843961804,11360274,3.807994893
17,1977,Illinois,IL,3,Southeast,117.5899296,10.1346055,11406312,1.887272187
17,1978,Illinois,IL,3,Southeast,122.5653079,10.27145804,11434421,0.563866355
17,1979,Illinois,IL,3,Southeast,113.1724194,9.970823399,11422782,-2.183961945
17,1980,Illinois,IL,3,Southeast,100,9.463902776,11434702,-1.588749351
17,1981,Illinois,IL,3,Southeast,95.31975207,9.56324611,11443461,5.105396523
17,1982,Illinois,IL,3,Southeast,86.44779104,9.641709085,11423413,7.125531391
17,1983,Illinois,IL,3,Southeast,85.91738118,9.723035294,11408817,8.167583643
17,1984,Illinois,IL,3,Southeast,86.83890095,10.41322283,11412128,8.979588301
17,1985,Illinois,IL,3,Southeast,87.55087206,10.53325118,11399803,7.684972082
17,1986,Illinois,IL,3,Southeast,91.86384454,10.82579213,11387256,6.907755087
17,1987,Illinois,IL,3,Southeast,96.85962628,10.87268196,11391176,5.36638778
17,1988,Illinois,IL,3,Southeast,101.8233256,11.29136309,11390186,5.855133013
